pytanie,odpowiedz_wygenerowana
Kiedy zaktualizowano Instrukcję BHP dotyczącą komputera i drukarki na Wydziale?,Instrukcja BHP dotycząca komputera i drukarki na Wydziale Matematyki i Nauk Informacyjnych została zaktualizowana w listopadzie 2023 roku.
Jakie elementy są oceniane przez komisję w toku indywidualnego egzaminu dyplomowego?,W toku indywidualnego egzaminu dyplomowego komisja ocenia przedstawiony ustnie przez dyplomanta opis wyników pracy dyplomowej oraz jego odpowiedzi na pytania egzaminacyjne dotyczące pracy dyplomowej.
Kto na Wydziale Matematyki i Nauk Informacyjnych pełni funkcję Pełnomocnika Dziekana ds. Studenckich Programów Międzynarodowych?,Funkcję Pełnomocnika Dziekana ds. Studenckich Programów Międzynarodowych na Wydziale Matematyki i Nauk Informacyjnych pełni dr Paweł Wójcicki. W materiałach informacyjnych jako osoba pełniąca tę funkcję wskazywana jest również dr inż. Magdalena Jasionowska-Skop.
"Ile punktów ECTS można uzyskać za zaliczenie przedmiotu ""Analiza funkcjonalna"" na 4. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?","na na czwartym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych można uzyskać 5 punktów ECTS.""

    Perfect. No markdown, correct spacing, formal tone.Za zaliczenie przedmiotu Analiza funkcjonalna na czwartym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza D"
Jaki dzień wyznaczono jako ostatni dzień okresu rejestracyjnego w harmonogramie roku akademickiego 2025/2026?,"Jako ostatni dzień okresu rejestracyjnego w harmonogramie roku akademickiego 2025/2026 wyznaczono dzień 22 lutego 2026 roku, który przypadał w niedzielę."
W którym pokoju znajduje się biuro Samorządu Studentów Wydziału MiNI?,Biuro Wydziałowej Rady Samorządu Wydziału Matematyki i Nauk Informacyjnych Politechniki Warszawskiej znajduje się w pokoju 125 w Gmachu MiNI.
Kto składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na Wydziale MiNI?,"Wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych w jednostkach organizacyjnych Wydziału Matematyki i Nauk Informacyjnych składa nauczyciel akademicki (pracownik), pod którego opieką student ma odbywać te praktyki. Wniosek ten jest kierowany do Prodziekana do spraw Studenckich."
"Kiedy rozpoczęto wydawanie aktualnego wzoru dyplomu ukończenia studiów w Politechnice Warszawskiej, zatwierdzonego uchwałą z 2023 roku?",Nie mam tej informacji w dostępnych zasobach.
Jakie przedmioty mogą znajdować się na stole studenta podczas sprawdzianu lub egzaminu na Wydziale MiNI?,"Podczas sprawdzianu lub egzaminu na Wydziale Matematyki i Nauk Informacyjnych na stole studenta mogą znajdować się wyłącznie przedmioty niezbędne do jego przeprowadzenia, takie jak długopis i kartki papieru. Ponadto na stole powinna leżeć osobista legitymacja studencka lub dowód osobisty."
Kto ustala zasady dofinansowania kosztów zakwaterowania i dojazdów w trakcie odbywania praktyk studenckich poza stałym miejscem zamieszkania i siedzibą Uczelni?,Zasady dofinansowania poniesionych kosztów zakwaterowania i dojazdów w trakcie odbywania praktyk studenckich poza stałym miejscem zamieszkania i siedzibą Uczelni ustala Dziekan w porozumieniu z Wydziałową Radą Samorządu Studentów.
Pod jakim numerem telefonu w dziekanacie załatwia się sprawy toku studiów dla kierunku Informatyka i Systemy Informacyjne?,"Sprawy toku studiów dla kierunku Informatyka i Systemy Informacyjne w dziekanacie Wydziału Matematyki i Nauk Informacyjnych można załatwić, dzwoniąc pod numer telefonu 22 234-53-63."
Ile miejsc parkingowych pozostaje w dyspozycji Wydziału MiNI i ile z nich znajduje się w garażu podziemnym?,"W dyspozycji Wydziału Matematyki i Nauk Informacyjnych pozostaje łącznie 57 miejsc parkingowych, z czego 50 znajduje się w garażu podziemnym."
"W jakim języku prowadzone są zajęcia z przedmiotu obieralnego ""Wnioskowanie rozmyte"" i kto jest jego koordynatorem?",Zajęcia z przedmiotu obieralnego Wnioskowanie rozmyte są prowadzone w języku polskim oraz w języku angielskim pod nazwą Fuzzy reasoning. Koordynatorem tego przedmiotu jest dr Anna Maria Radzikowska.
W jakim maksymalnym terminie przed kolejnym sprawdzianem lub egzaminem prowadzący zajęcia ma obowiązek udostępnić studentom wyniki weryfikacji efektów uczenia się?,"Prowadzący zajęcia ma obowiązek udostępnić studentom wyniki weryfikacji osiągnięcia efektów uczenia się niezwłocznie po dokonaniu ich oceny, jednak nie później niż 48 godzin przed terminem kolejnego egzaminu lub sprawdzianu."
Ile razy student może powtarzać rok w ciągu swoich studiów?,Student może powtarzać rok tylko raz w ciągu studiów.
Jakie zagadnienia z matematyki obejmuje wiedza absolwenta opisana w efekcie uczenia się o symbolu MAD2PRiMO_W01 dla specjalności Probabilistyka i Modelowanie?,"Absolwent kierunku Probabilistyka i Modelowanie ma szczegółową wiedzę z zakresu metod optymalizacji stochastycznej.""
        - ""Absolwent kierunku Probabilistyka i Modelowanie ma szczegółową wiedzę z zakresu matematyki finansowej.""
        - ""Absolwent kierunku Probabilistyka i Modelowanie ma szczegółową wied"
W którym pokoju na Wydziale MiNI urzęduje dr Katarzyna Danielak i do jakiego zakładu należy?,"Pokój dr Katarzyny Danielak znajduje się w Gmachu Wydziału Matematyki i Nauk Informacyjnych w pokoju 428. Informacja o tym, do jakiego zakładu należy pani doktor, nie jest dostępna w moich zasobach."
Jaki jest numer telefonu służbowego i numer pokoju prof. Bohdana Macukowa na Wydziale MiNI?,"Numer telefonu służbowego prof. dr hab. inż. Bohdana Macukowa to (22) 234 7687, a jego gabinet znajduje się w pokoju 560 w Gmachu Wydziału Matematyki i Nauk Informacyjnych na Kampusie Głównym Politechniki Warszawskiej."
O jaki okres można przedłużyć ostatni semestr studiów w celu złożenia pracy dyplomowej w przypadku zrealizowania całego programu studiów?,"W przypadku zrealizowania całego programu studiów i nieukończenia pracy dyplomowej, studenci ostatniego semestru mogą ubiegać się o przedłużenie tego semestru o 3 miesiące."
"Ile punktów ECTS otrzymuje się za zaliczenie przedmiotu ""Metody optymalizacji"" na 5. semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
"O jaki maksymalnie okres może zostać przesunięty termin obrony pracy dyplomowej, jeśli Komisja wystąpi do Dziekana o powołanie dodatkowego recenzenta?",W przypadku powołania dodatkowego recenzenta termin obrony pracy dyplomowej może ulec przesunięciu o okres nieprzekraczający dwóch tygodni.
W jakim maksymalnym terminie od daty zdarzenia student powinien złożyć wniosek o przyznanie zapomogi?,"Wniosek o przyznanie zapomogi należy złożyć niezwłocznie, jednak nie później niż w terminie 3 miesięcy od daty zdarzenia uprawniającego do przyznania świadczenia."
"Ile punktów ECTS uzyskuje się za zaliczenie przedmiotu ""Wstęp do eksploracji danych"" na 4. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?","W dostępnych zasobach nie ma bezpośredniej informacji o liczbie punktów ECTS przypisanych do przedmiotu Wstęp do eksploracji danych na kierunku Matematyka i Analiza Danych. Z posiadanych danych wynika jedynie, że na kierunku Matematyka i Nauk Informacyjnych (MiNI, licencjacki) przedmiot ten jest wart 4 punkty ECTS."
W którym pokoju i pod jakim numerem telefonu służbowego można skontaktować się z mgr Dagmarą Burchart z Działu Finansowo-Księgowego?,"Z panią mgr Dagmarą Burchart z Działu Finansowo-Księgowego można skontaktować się w pokoju 9, który znajduje się w Gmachu MiNI na Kampusie Głównym Politechniki Warszawskiej. Jej służbowy numer telefonu to (22) 234 5986."
"Ile punktów ECTS uzyskuje się za zaliczenie przedmiotu ""Równania rożniczkowe cząstkowe"" na 5. semestrze studiów pierwszego stopnia na kierunku Matematyka?",Za zaliczenie przedmiotu Równania różniczkowe cząstkowe na piątym semestrze studiów pierwszego stopnia na kierunku Matematyka uzyskuje się 5 punktów ECTS.
"Jaki jest maksymalny próg dochodowy netto na osobę w rodzinie, aby móc ubiegać się o stypendium socjalne od 1 października 2025 roku?","Maksymalny próg dochodowy netto na osobę w rodzinie, uprawniający do ubiegania się o stypendium socjalne od 1 października 2025 roku, wynosi 1908,90 zł."
Kiedy zaplanowano 12. posiedzenie Rady Wydziału w roku akademickim 2025/2026?,12. posiedzenie Rady Wydziału zaplanowano na 6 listopada 2025 roku.
Jaka jest data rozpoczęcia wydawania zatwierdzonego wzoru dyplomu ukończenia studiów w Politechnice Warszawskiej?,Nie posiadam informacji o dokładnej dacie rozpoczęcia wydawania zatwierdzonego wzoru dyplomu ukończenia studiów w Politechnice Warszawskiej w dostępnych zasobach.
Jakie są konsekwencje stwierdzenia niesamodzielnej pracy studenta podczas weryfikacji osiągnięcia efektów uczenia się?,"Zgodnie z § 19 punkt 4 Regulaminu studiów w Politechnice Warszawskiej, jeżeli podczas weryfikacji osiągnięcia efektów uczenia się zostanie stwierdzona niesamodzielność pracy studenta lub korzystanie przez niego z materiałów lub urządzeń innych niż dozwolone w regulaminie przedmiotu, student uzyskuje ocenę niedostateczną. Dodatkowo w przypadku stwierdzenia niesamodzielności pracy student traci prawo do zaliczenia przedmiotu w jego bieżącej realizacji."
W jakich sytuacjach student może ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów w trakcie odbywania praktyk?,"Student może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów w sytuacji, gdy odbywa praktykę poza swoim stałym miejscem zamieszkania i poza siedzibą Uczelni. Dofinansowanie to nie przysługuje jednak studentowi, który uzyskał zaliczenie praktyk na podstawie §7."
Pod jakim numerem telefonu i w którym pokoju Dziekanatu obsługiwani są studenci kierunku Informatyka i Systemy Informacyjne?,"Studenci kierunku Informatyka i Systemy Informacyjne są obsługiwani pod numerem telefonu 22 234-53-63. Dziekanat Wydziału Matematyki i Nauk Informacyjnych znajduje się w Gmachu Matematyki, w pokoju 32."
"W jakie dni i w jakich godzinach pełni swój dyżur zdalny dr inż. Łukasz Błaszczyk, odpowiedzialny za praktyki studenckie na Wydziale MiNI?","Dr inż. Łukasz Błaszczyk, Pełnomocnik Dziekana ds. Praktyk Studenckich, pełni swój dyżur zdalny w czwartki w godzinach od 12:15 do 13:45."
"Jaka jest minimalna liczba punktów wymagana do zaliczenia przedmiotu obieralnego ""Wnioskowanie rozmyte""?",Do zaliczenia przedmiotu Wnioskowanie rozmyte wymagane jest uzyskanie minimum 27 punktów.
W jakim terminie i w jaki sposób student może złożyć wniosek o ponowne rozpatrzenie sprawy od decyzji administracyjnej Rektora?,"Student może złożyć wniosek o ponowne rozpatrzenie sprawy od decyzji administracyjnej Rektora w terminie 14 dni od dnia jej doręczenia. Wniosek ten składa się do Rektora za pomocą systemu teleinformatycznego Uczelni, za pośrednictwem właściwego dziekana."
Gdzie dokładnie znajduje się biuro Samorządu Studentów Wydziału MiNI?,"Biuro Wydziałowej Rady Samorządu Studentów Wydziału Matematyki i Nauk Informacyjnych Politechniki Warszawskiej znajduje się w Gmachu MiNI przy ulicy Koszykowej 75, w pokoju numer 10."
"Ile minimum punktów ECTS należy uzyskać, aby zarejestrować się na 3. semestr studiów drugiego stopnia?","Aby zarejestrować się na trzeci semestr studiów drugiego stopnia na wszystkich kierunkach i specjalnościach, wymagane jest uzyskanie co najmniej 48 punktów ECTS z 60 możliwych."
Jakie umiejętności opisuje efekt uczenia się o symbolu MAD2SMAD_U01?,Nie mam tej informacji w dostępnych zasobach.
Jaki jest numer telefonu oraz adres e-mail do Całodobowego Centrum Kierowania Straży Akademickiej PW?,"Numer telefonu do Całodobowego Centrum Kierowania Straży Akademickiej PW to 22 234 66 66, a numer alarmowy to 6666. Adresem e-mail do kontaktu z jednostką jest sta.cck@pw.edu.pl."
Jaką funkcję wydziałową pełni dr Paweł Keller na Wydziale Matematyki i Nauk Informacyjnych?,W udostępnionych materiałach źródłowych oraz bazie wiedzy ogólnej nie ma informacji na temat funkcji wydziałowej pełnionej przez dr. Pawła Kellera na Wydziale Matematyki i Nauk Informacyjnych.
Jaka jest wysokość opłaty pobieranej za wznowienie studiów?,"No, Rule 4 says: ""Jeśli w Kontekście lub Wiedzy ogólnej znajdują się konkretne liczby (godziny, semestry, punkty ECTS, progi zaliczeniowe, daty, numery sal itp.) — zawsze podaj je dokładnie."" Writing them in words might violate ""podaj je dokładnie"" (exact numbers).
            So I must write"
Jaką ocenę programową Polskiej Komisji Akredytacyjnej (PKA) uzyskał kierunek Matematyka w grudniu 2018 roku?,W grudniu 2018 roku kierunek Matematyka uzyskał wyróżniającą ocenę programową Polskiej Komisji Akredytacyjnej.
Ile minut powinna trwać rozmowa kwalifikacyjna podczas rekrutacji do Szkoły Doktorskiej PW i jaki jest maksymalny czas na prezentację kandydata?,"Rozmowa kwalifikacyjna podczas rekrutacji do Szkoły Doktorskiej PW powinna trwać od 20 do 30 minut. Maksymalny czas, jaki może zostać przeznaczony na przedstawienie prezentacji przygotowanej przez kandydata, wynosi 10 minut."
O jaki maksymalny czas może ulec przesunięciu termin obrony w przypadku wystąpienia przez Komisję do Dziekana z wnioskiem o powołanie dodatkowego recenzenta?,W przypadku powołania dodatkowego recenzenta termin obrony może ulec przesunięciu o okres nieprzekraczający dwóch tygodni.
"Ile punktów ECTS uzyskuje się za zaliczenie przedmiotu ""Hurtownie danych i systemy Business Intelligence"" na 6. semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
Kiedy przypada ostatni dzień roku akademickiego i koniec semestru letniego w harmonogramie na rok 2025/2026?,"W harmonogramie na rok akademicki 2025/2026 zarówno ostatni dzień roku akademickiego, jak i koniec semestru letniego przypadają na 30 września 2026 roku."
"Jaki jest maksymalny próg dochodowy netto na osobę w rodzinie, który uprawnia studenta do otrzymywania stypendium socjalnego od 1 października 2025 roku?","Maksymalny próg dochodowy netto na osobę w rodzinie, który uprawnia studenta Politechniki Warszawskiej do ubiegania się o stypendium socjalne od 1 października 2025 roku, wynosi 1908,90 zł."
"Ile punktów ECTS student uzyskuje za przedmiot ""Praca dyplomowa"" na 6. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych (MAD)?",Nie mam tej informacji w dostępnych zasobach.
Od jakiej daty rozpoczęto wydawanie obecnego wzoru dyplomu ukończenia studiów w Politechnice Warszawskiej jako dokumentu publicznego?,Nie mam tej informacji w dostępnych zasobach.
Jakie dokumenty potwierdzające tożsamość powinny leżeć na stole studenta w trakcie pisania sprawdzianu lub egzaminu?,Na stole studenta w trakcie pisania sprawdzianu lub egzaminu powinna leżeć osobista legitymacja studencka lub dowód osobisty.
Kto ustala zasady dofinansowania kosztów zakwaterowania i dojazdów dla studentów odbywających praktyki studenckie poza stałym miejscem zamieszkania i siedzibą Uczelni?,Zasady dofinansowania poniesionych kosztów zakwaterowania i dojazdów dla studentów odbywających praktyki studenckie poza stałym miejscem zamieszkania i siedzibą Uczelni ustala Dziekan w porozumieniu z Wydziałową Radą Samorządu Studentów.
"Ile minimum punktów ECTS oraz jakie inne warunki trzeba spełnić, aby uzyskać rejestrację na trzeci rok na studiach pierwszego stopnia?","Aby uzyskać rejestrację na trzeci rok na studiach pierwszego stopnia, należy uzyskać co najmniej 105 punktów ECTS z 120 punktów możliwych do uzyskania w latach studiów pierwszego i drugiego. Dodatkowo, w przypadku rejestracji po jesiennej sesji egzaminacyjnej we wrześniu na semestr piąty i szósty, wymagane jest zaliczenie wszystkich przedmiotów z pierwszego roku studiów."
"Ile punktów ECTS uzyskuje się za przedmiot ""Algebra i jej zastosowania"" na 4. semestrze studiów pierwszego stopnia na kierunku Matematyka?",Za przedmiot Algebra i jej zastosowania na czwartym semestrze studiów pierwszego stopnia na kierunku Matematyka uzyskuje się 5 punktów ECTS.
Czy istnieje możliwość przepisania praktyk studenckich (jako przedmiotu) zrealizowanych wcześniej na innej uczelni?,"Nie ma możliwości przepisania praktyk studenckich jako przedmiotu z innej uczelni. Absolwenci innych uczelni, którzy zrealizowali praktyki na studiach pierwszego stopnia, muszą złożyć dokumenty zgodnie z jedną z trzech form zaliczenia praktyk."
W jakim terminie od ogłoszenia wyników student może złożyć wniosek do dziekana o przeprowadzenie komisyjnej weryfikacji osiągnięcia efektów uczenia się z danego przedmiotu?,Student ma 4 dni robocze od terminu ogłoszenia wyników na złożenie do dziekana umotywowanego wniosku o przeprowadzenie komisyjnej weryfikacji osiągnięcia efektów uczenia się.
"Ile punktów ECTS student uzyskuje za zaliczenie przedmiotu obieralnego ""Wybrane zagadnienia uczenia głębokiego""?",Za zaliczenie przedmiotu obieralnego Wybrane zagadnienia uczenia głębokiego student uzyskuje 4 punkty ECTS.
W którym pokoju znajduje się biuro Samorządu Studentów Wydziału MiNI i na jaki adres e-mail można kierować do nich pytania?,Biuro Wydziałowej Rady Samorządu Wydziału Matematyki i Nauk Informacyjnych Politechniki Warszawskiej znajduje się w pokoju 103. Pytania do Samorządu Studentów można kierować na adres e-mail: MiNI@samorzad.pw.edu.pl.
Jaką wiedzę posiada absolwent specjalności Probabilistyka i Modelowanie w ramach efektu uczenia się o symbolu MAD2PRiMO_W08?,Absolwent specjalności Probabilistyka i Modelowanie w ramach efektu uczenia się o symbolu MAD2PRiMO_W08 posiada szczegółową wiedzę z zakresu modelowania probabilistycznego w biologii.
Pod jakim numerem telefonu można skontaktować się z Całodobowym Centrum Kierowania Straży Akademickiej PW?,Z Całodobowym Centrum Kierowania Straży Akademickiej PW można skontaktować się pod numerem telefonu 22 234 66 66. W razie konieczności interwencji można również skorzystać z numeru alarmowego 6666.
Pod jakim numerem telefonu i adresem e-mail mogę skontaktować się z prof. dr. hab. Stanisławem Janeczko?,"Z prof. dr. hab. Stanisławem Janeczko można skontaktować się telefonicznie pod numerem (22) 234 7661 lub za pośrednictwem poczty elektronicznej, pisząc na adres stanislaw.janeczko@pw.edu.pl."
Na jaki adres e-mail lub skrytkę ePuap należy przesłać wniosek elektroniczny o udostępnienie informacji publicznej w Politechnice Warszawskiej?,Wniosek o udostępnienie informacji publicznej w Politechnice Warszawskiej należy przesłać drogą elektroniczną na adres mailowy Biura Rektora: informacjapubliczna@pw.edu.pl. Informacja dotycząca adresu skrytki ePUAP nie jest dostępna w moich zasobach wiedzy.
Pod jakim numerem telefonu można skontaktować się z dziekanatem w sprawach toku studiów dla kierunku Inżynieria i Analiza Danych?,W sprawach toku studiów dla kierunku Inżynieria i Analiza Danych z dziekanatem można skontaktować się pod numerem telefonu 22 234-59-22.
"Ile punktów ECTS student uzyskuje za przedmiot ""Metody optymalizacji"" na 5. semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
Jaką minimalną ocenę na dyplomie ukończenia studiów musi posiadać kandydat ubiegający się o przyjęcie do Szkoły Doktorskiej PW?,Kandydat ubiegający się o przyjęcie do Szkoły Doktorskiej Politechniki Warszawskiej musi posiadać na dyplomie ukończenia studiów ocenę przynajmniej dobrą lub odpowiadającą ocenie dobrej w przypadku dyplomu wydanego przez uczelnię zagraniczną.
Pod jakim numerem telefonu służbowego i w jakim pokoju można skontaktować się z mgr Dagmarą Burchart z Działu Finansowo-Księgowego?,"Z mgr Dagmarą Burchart z Działu Finansowo-Księgowego można skontaktować się pod numerem telefonu służbowego (22) 234 5986. Jej gabinet znajduje się w Kampusie Głównym Politechniki Warszawskiej, w Gmachu MiNI, w pokoju numer 9."
Jaki jest maksymalny próg dochodowy na osobę w rodzinie uprawniający do otrzymania stypendium socjalnego (od 1 października 2025 r.)?,"Maksymalny próg dochodowy na osobę w rodzinie uprawniający do otrzymania stypendium socjalnego od 1 października 2025 roku wynosi 1908,90 zł netto."
W jakim maksymalnym terminie przed kolejnym sprawdzianem lub egzaminem prowadzący zajęcia ma obowiązek udostępnić studentom wyniki weryfikacji osiągnięcia efektów uczenia się?,"Prowadzący zajęcia ma obowiązek udostępnić studentom wyniki weryfikacji osiągnięcia efektów uczenia się niezwłocznie po dokonaniu ich oceny, ale nie później niż 48 godzin przed terminem kolejnego egzaminu lub sprawdzianu."
Ile punktów ECTS uzyskuje się za pracę dyplomową na 6. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?,Nie mam tej informacji w dostępnych zasobach.
Jakie dokumenty potwierdzające tożsamość powinny leżeć na stole studenta w trakcie przeprowadzania sprawdzianu lub egzaminu?,W trakcie przeprowadzania sprawdzianu lub egzaminu na stole studenta powinna leżeć osobista legitymacja studencka lub dowód osobisty.
Od jakiej daty wprowadzono do obrotu prawnego i rozpoczęto wydawanie nowego wzoru dyplomu ukończenia studiów w Politechnice Warszawskiej?,Nie mam tej informacji w dostępnych zasobach.
"Ile minimalnie punktów ECTS (nie wliczając praktyk) musi uzyskać student studiów pierwszego stopnia, aby otrzymać rejestrację na 3. semestr?","Aby otrzymać rejestrację na trzeci semestr na studiach pierwszego stopnia, student musi uzyskać co najmniej 40 punktów ECTS."
W jakim dniu zgodnie z harmonogramem kończy się semestr letni oraz rok akademicki 2025/2026?,Zgodnie z harmonogramem semestr letni oraz rok akademicki 2025/2026 kończą się dnia 30 września 2026 roku.
Jakie dokumenty są wymagane do zaliczenia obowiązkowych praktyk studenckich na podstawie umowy o pracę?,"widencji działalności gospodarczej""). Let's include it to be precise to the context.
    - ""kopia umowy lub zaświadczenie o zatrudnieniu w przypadku utajnionych umów"" -> included.
    - ""podanie o zaliczenie praktyk oraz ankieta wypełniona przez pracodawcę"" -> included.
    - ""spra"
"Ile punktów ECTS student uzyskuje za zaliczenie przedmiotu ""Algebra i jej zastosowania"" na 4. semestrze studiów pierwszego stopnia na kierunku Matematyka?",Za zaliczenie przedmiotu Algebra i jej zastosowania na czwartym semestrze studiów pierwszego stopnia student uzyskuje 5 punktów ECTS.
"Ile łącznie miejsc parkingowych, wliczając w to garaż podziemny, znajduje się w dyspozycji Wydziału Matematyki i Nauk Informacyjnych?","Łączna liczba miejsc parkingowych będących w dyspozycji Wydziału Matematyki i Nauk Informacyjnych wynosi 57, w tym 50 miejsc znajduje się w garażu podziemnym."
"Kto jest koordynatorem przedmiotu obieralnego ""Wybrane zagadnienia uczenia głębokiego""?",Koordynatorem przedmiotu obieralnego Wybrane zagadnienia uczenia głębokiego jest prof. dr hab. inż. Szymon Jaroszewicz.
"Jaką wiedzę posiada absolwent, który osiągnął efekt uczenia się o symbolu MAD2PRiMO_W01?",Nie mam tej informacji w dostępnych zasobach.
W jakiej sytuacji student odbywający praktyki studenckie może ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów?,Student odbywający praktykę studencką poza stałym miejscem zamieszkania i siedzibą Uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów. W przypadku wyjazdów zagranicznych dodatkowym warunkiem przyznania takiego dofinansowania jest akceptacja przez prorektora do spraw studenckich wniosku złożonego zgodnie z zarządzeniem w sprawie podróży za granicę.
W jakiej wysokości i przez ile miesięcy wypłacane jest stypendium w ramach naboru do prac badawczych w ogłoszonym grancie?,Nie mam tej informacji w dostępnych zasobach.
Pod jakim numerem telefonu w dziekanacie można załatwiać sprawy związane z systemem USOS?,W sprawach związanych z systemem USOS z dziekanatem można skontaktować się telefonicznie pod numerem 22 234-59-24.
O jaki maksymalnie czas może ulec przesunięciu termin obrony pracy dyplomowej w przypadku wystąpienia Komisji do Dziekana z wnioskiem o powołanie dodatkowego recenzenta?,W przypadku powołania dodatkowego recenzenta termin obrony pracy dyplomowej może ulec przesunięciu o okres nieprzekraczający dwóch tygodni.
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Wstęp do uczenia maszynowego"" na 5. semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
"Ile punktów ECTS musi uzyskać student studiów drugiego stopnia, aby otrzymać rejestrację na 3. semestr?","Student studiów drugiego stopnia musi uzyskać co najmniej 48 punktów ECTS z 60, aby otrzymać rejestrację na trzeci semestr. Wymóg ten dotyczy wszystkich kierunków oraz specjalności i obowiązuje zarówno po zimowej sesji egzaminacyjnej w lutym, jak i po jesiennej sesji egzaminacyjnej we wrześniu."
Ile razy w roku prowadzona jest rekrutacja do Szkoły Doktorskiej Politechniki Warszawskiej?,"Rekrutacja do Szkoły Doktorskiej Politechniki Warszawskiej jest prowadzona dwa razy w roku, na semestr zimowy oraz letni."
W jakim zakładzie pracuje dr Katarzyna Danielak i gdzie znajduje się jej pokój kontaktowy?,"Dr Katarzyna Danielak pracuje w Zakładzie Statystyki Obliczeniowej i Analizy Danych. Jej pokój znajduje się w Kampusie Głównym Politechniki Warszawskiej, w Gmachu MiNI, w pokoju numer 428."
Jaki jest próg dochodowy na osobę w rodzinie uprawniający studenta Politechniki Warszawskiej do otrzymywania stypendium socjalnego od 1 października 2025 roku?,"Próg dochodowy na osobę w rodzinie uprawniający studenta Politechniki Warszawskiej do ubiegania się o stypendium socjalne od 1 października 2025 roku wynosi 1908,90 zł netto."
W jakim najpóźniejszym terminie student Politechniki Warszawskiej powinien złożyć wniosek o przeniesienie na inny program studiów?,"Wniosek o przeniesienie powinien zostać złożony nie później niż 3 tygodnie przed rozpoczęciem semestru lub nie później niż 1 miesiąc przed rozpoczęciem semestru, w którym student ma zostać przyjęty na studia."
Jakie są konsekwencje stwierdzenia niesamodzielności pracy studenta podczas sprawdzianu lub egzaminu?,"W przypadku stwierdzenia niesamodzielności pracy studenta lub korzystania przez niego z materiałów lub urządzeń podczas weryfikacji osiągnięcia efektów uczenia się, student traci prawo do zaliczenia przedmiotu w jego bieżącej realizacji. Sytuacja taka może również skutkować dodatkowymi konsekwencjami."
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Analiza zależności"" na 6. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?",Za zaliczenie przedmiotu Analiza zależności na szóstym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych student uzyskuje 5 punktów ECTS.
"Kiedy zgodnie z harmonogramem przypada ostatni dzień roku akademickiego 2025/2026, będący zarazem końcem semestru letniego?","Zgodnie z harmonogramem ostatni dzień roku akademickiego 2025/2026, będący zarazem końcem semestru letniego, przypada na 30 września 2026 roku."
Kto pełni funkcję Pełnomocnika Dziekana ds. Praktyk Studenckich na Wydziale Matematyki i Nauk Informacyjnych?,Funkcję Pełnomocnika Dziekana do spraw Praktyk Studenckich na Wydziale Matematyki i Nauk Informacyjnych pełni dr inż. Łukasz Błaszczyk.
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka realizowany jest przedmiot ""Równania różniczkowe cząstkowe"" i ile punktów ECTS można za niego uzyskać?",Na kierunku Matematyka na studiach pierwszego stopnia przedmiot Równania różniczkowe cząstkowe jest realizowany w semestrze 5. Za jego zaliczenie student może uzyskać 5 punktów ECTS.
Kto składa wniosek o wyrażenie zgody na odbywanie przez studenta praktyk wewnętrznych na Wydziale pod opieką nauczyciela akademickiego?,Wniosek o wyrażenie zgody na odbywanie przez studenta praktyk wewnętrznych na Wydziale pod opieką nauczyciela akademickiego składa nauczyciel akademicki (pracownik) do Prodziekana ds. Studenckich.
Jaką wiedzę dotyczącą ryzyka zyskuje absolwent specjalności Probabilistyka i Modelowanie zgodnie z efektem uczenia się MAD2PRiMO_W04?,Absolwent specjalności Probabilistyka i Modelowanie zgodnie z efektem uczenia się MAD2PRiMO_W04 uzyskuje szczegółową wiedzę z zakresu teorii ryzyka.
Kto ustala zasady dofinansowania kosztów zakwaterowania i dojazdów dla studenta odbywającego praktykę poza stałym miejscem zamieszkania i siedzibą uczelni?,Zasady dofinansowania poniesionych kosztów zakwaterowania i dojazdów dla studenta odbywającego praktykę poza stałym miejscem zamieszkania i siedzibą uczelni ustala Dziekan w porozumieniu z Wydziałową Radą Samorządu Studentów.
