pytanie,odpowiedz_wygenerowana
Na jaki adres e-mail lub skrytkę ePuap należy przesłać wniosek elektroniczny o udostępnienie informacji publicznej w Politechnice Warszawskiej?,"Wniosek elektroniczny o udostępnienie informacji publicznej w Politechnice Warszawskiej należy przesłać na adres e‑mail: informacjapubliczna@pw.edu.pl. Jeśli korzystasz z platformy ePUAP, możesz użyć tego samego adresu jako skrzynki odbiorczej w formularzu e‑wniosku."
Pod jakim numerem telefonu można skontaktować się z dziekanatem w sprawach toku studiów dla kierunku Inżynieria i Analiza Danych?,W sprawach toku studiów dla kierunku Inżynieria i Analiza Danych można dzwonić pod numerem 22 234‑59‑22.
"Ile punktów ECTS student uzyskuje za przedmiot ""Metody optymalizacji"" na 5. semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
Jaką minimalną ocenę na dyplomie ukończenia studiów musi posiadać kandydat ubiegający się o przyjęcie do Szkoły Doktorskiej PW?,"Kandydat musi uzyskać na dyplomie ukończenia studiów ocenę przynajmniej „dobra”. Jeśli dyplom został wydany przez uczelnię zagraniczną, wymagana jest ocena odpowiadająca „dobrej”."
Pod jakim numerem telefonu służbowego i w jakim pokoju można skontaktować się z mgr Dagmarą Burchart z Działu Finansowo-Księgowego?,"Telefon służbowy mgr Dagmary Burchart: (22) 234 5986. Pokój: Gmach MiNI, pokój 9."
Jaki jest maksymalny próg dochodowy na osobę w rodzinie uprawniający do otrzymania stypendium socjalnego (od 1 października 2025 r.)?,"Maksymalny próg dochodowy na osobę w rodzinie uprawniający do otrzymania stypendium socjalnego od 1 października 2025 r. wynosi 1 908,90 zł."
W jakim maksymalnym terminie przed kolejnym sprawdzianem lub egzaminem prowadzący zajęcia ma obowiązek udostępnić studentom wyniki weryfikacji osiągnięcia efektów uczenia się?,Prowadzący zajęcia ma obowiązek udostępnić studentom wyniki weryfikacji osiągnięcia efektów uczenia się nie później niż 48 godzin przed terminem kolejnego sprawdzianu lub egzaminu.
Ile punktów ECTS uzyskuje się za pracę dyplomową na 6. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?,Nie mam tej informacji w dostępnych zasobach.
Jakie dokumenty potwierdzające tożsamość powinny leżeć na stole studenta w trakcie przeprowadzania sprawdzianu lub egzaminu?,Na stole studenta w trakcie sprawdzianu lub egzaminu powinna leżeć osobista legitymacja studencka lub dowód osobisty.
Od jakiej daty wprowadzono do obrotu prawnego i rozpoczęto wydawanie nowego wzoru dyplomu ukończenia studiów w Politechnice Warszawskiej?,Nie mam tej informacji w dostępnych zasobach.
"Ile minimalnie punktów ECTS (nie wliczając praktyk) musi uzyskać student studiów pierwszego stopnia, aby otrzymać rejestrację na 3. semestr?","Student studiów pierwszego stopnia musi uzyskać co najmniej 40 punktów ECTS (nie wliczając praktyk), aby móc się zarejestrować na trzeci semestr."
W jakim dniu zgodnie z harmonogramem kończy się semestr letni oraz rok akademicki 2025/2026?,Semestr letni oraz cały rok akademicki 2025/2026 kończą się 30 września 2026 r.
Jakie dokumenty są wymagane do zaliczenia obowiązkowych praktyk studenckich na podstawie umowy o pracę?,"Do zaliczenia obowiązkowych praktyk studenckich na podstawie umowy o pracę wymagane są następujące dokumenty: podanie o zaliczenie praktyk, kopia umowy o pracę (lub zaświadczenie o wpisie do ewidencji działalności gospodarczej, jeżeli umowa jest utajniona), program praktyki, sprawozdanie z przebiegu praktyki oraz zaświadczenie o zakończeniu praktyki, podpisane przez pracodawcę."
"Ile punktów ECTS student uzyskuje za zaliczenie przedmiotu ""Algebra i jej zastosowania"" na 4. semestrze studiów pierwszego stopnia na kierunku Matematyka?",Nie mam tej informacji w dostępnych zasobach.
"Ile łącznie miejsc parkingowych, wliczając w to garaż podziemny, znajduje się w dyspozycji Wydziału Matematyki i Nauk Informacyjnych?","Łączna liczba miejsc parkingowych w dyspozycji Wydziału Matematyki i Nauk Informacyjnych, wliczając garaż podziemny, wynosi 57."
"Kto jest koordynatorem przedmiotu obieralnego ""Wybrane zagadnienia uczenia głębokiego""?",Koordynatorem przedmiotu obieralnego „Wybrane zagadnienia uczenia głębokiego” jest prof. dr hab. inż. Szymon Jaroszewicz.
"Jaką wiedzę posiada absolwent, który osiągnął efekt uczenia się o symbolu MAD2PRiMO_W01?",Nie mam tej informacji w dostępnych zasobach.
W jakiej sytuacji student odbywający praktyki studenckie może ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów?,"Student może ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów, jeżeli odbywa praktykę studencką poza swoim stałym miejscem zamieszkania oraz poza siedzibą uczelni. Wniosek musi zawierać należycie udokumentowane wydatki związane z zakwaterowaniem i dojazdami. W przypadku praktyk zagranicznych dodatkowym warunkiem jest akceptacja prorektora ds. studenckich, uzyskana zgodnie z obowiązującym zarządzeniem dotyczącym podróży za granicę."
W jakiej wysokości i przez ile miesięcy wypłacane jest stypendium w ramach naboru do prac badawczych w ogłoszonym grancie?,Nie mam tej informacji w dostępnych zasobach.
Pod jakim numerem telefonu w dziekanacie można załatwiać sprawy związane z systemem USOS?,"Numer telefonu w dziekanacie, pod którym można załatwiać sprawy związane z systemem USOS, to 22 234‑59‑24."
O jaki maksymalnie czas może ulec przesunięciu termin obrony pracy dyplomowej w przypadku wystąpienia Komisji do Dziekana z wnioskiem o powołanie dodatkowego recenzenta?,"Maksymalny czas, o jaki termin obrony pracy dyplomowej może zostać przesunięty w wyniku wniosku Komisji o powołanie dodatkowego recenzenta, nie przekracza dwóch tygodni."
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Wstęp do uczenia maszynowego"" na 5. semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
"Ile punktów ECTS musi uzyskać student studiów drugiego stopnia, aby otrzymać rejestrację na 3. semestr?",Student studiów drugiego stopnia musi uzyskać co najmniej 48 ECTS (z maksymalnych 60 ECTS) aby móc zarejestrować się na III semestr.
Ile razy w roku prowadzona jest rekrutacja do Szkoły Doktorskiej Politechniki Warszawskiej?,"Rekrutacja do Szkoły Doktorskiej Politechniki Warszawskiej jest prowadzona dwa razy w roku, na semestr zimowy i letni."
W jakim zakładzie pracuje dr Katarzyna Danielak i gdzie znajduje się jej pokój kontaktowy?,"Dr Katarzyna Danielak jest adiunktem w Zakładzie Statystyki Obliczeniowej i Analizy Danych. Jej pokój kontaktowy znajduje się w Kampusie Głównym PW, w Gmachu MiNI, pokój 428."
Jaki jest próg dochodowy na osobę w rodzinie uprawniający studenta Politechniki Warszawskiej do otrzymywania stypendium socjalnego od 1 października 2025 roku?,"Próg dochodowy na osobę w rodzinie uprawniający studenta Politechniki Warszawskiej do otrzymywania stypendium socjalnego od 1 października 2025 r. wynosi 1 908,90 zł netto."
W jakim najpóźniejszym terminie student Politechniki Warszawskiej powinien złożyć wniosek o przeniesienie na inny program studiów?,"Najpóźniejszy termin złożenia wniosku o przeniesienie na inny program studiów to nie później niż **1 miesiąc przed rozpoczęciem semestru**, w którym student ma zostać przyjęty."
Jakie są konsekwencje stwierdzenia niesamodzielności pracy studenta podczas sprawdzianu lub egzaminu?,"Stwierdzenie niesamodzielności pracy studenta podczas sprawdzianu lub egzaminu skutkuje utratą prawa do zaliczenia przedmiotu w bieżącej realizacji. Oznacza to, że student nie otrzymuje oceny pozytywnej z danego sprawdzianu/egzaminu i nie może zaliczyć przedmiotu w ramach aktualnego semestru. W konsekwencji może być zobowiązany do ponownego przystąpienia do zaliczenia w kolejnej edycji, a w skrajnych przypadkach niesamodzielność może wpłynąć na dalsze postępowanie dyscyplinarne zgodnie z regulaminem studiów."
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Analiza zależności"" na 6. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
"Kiedy zgodnie z harmonogramem przypada ostatni dzień roku akademickiego 2025/2026, będący zarazem końcem semestru letniego?","Ostatni dzień roku akademickiego 2025/2026, będący jednocześnie końcem semestru letniego, przypada 30 września 2026 r."
Kto pełni funkcję Pełnomocnika Dziekana ds. Praktyk Studenckich na Wydziale Matematyki i Nauk Informacyjnych?,Pełnomocnikiem Dziekana ds. Praktyk Studenckich na Wydziale Matematyki i Nauk Informacyjnych jest dr inż. Łukasz Błaszczyk.
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka realizowany jest przedmiot ""Równania różniczkowe cząstkowe"" i ile punktów ECTS można za niego uzyskać?",Przedmiot „Równania różniczkowe cząstkowe” realizowany jest w semestrze 5 studiów pierwszego stopnia na kierunku Matematyka i przysługuje za niego 5 punktów ECTS.
Kto składa wniosek o wyrażenie zgody na odbywanie przez studenta praktyk wewnętrznych na Wydziale pod opieką nauczyciela akademickiego?,Wniosek o wyrażenie zgody na odbywanie praktyk wewnętrznych pod opieką nauczyciela akademickiego składa nauczyciel akademicki (pracownik dydaktyczny) do Prodziekana ds. Studenckich.
Jaką wiedzę dotyczącą ryzyka zyskuje absolwent specjalności Probabilistyka i Modelowanie zgodnie z efektem uczenia się MAD2PRiMO_W04?,Nie mam tej informacji w dostępnych zasobach.
Kto ustala zasady dofinansowania kosztów zakwaterowania i dojazdów dla studenta odbywającego praktykę poza stałym miejscem zamieszkania i siedzibą uczelni?,Zasady dofinansowania kosztów zakwaterowania i dojazdów ustala Dziekan w porozumieniu z Wydziałową Radą Samorządu Studentów.
Od jakiej daty rozpoczęto wydawanie obecnego wzoru dyplomu ukończenia studiów w Politechnice Warszawskiej?,Nie mam tej informacji w dostępnych zasobach.
Pod jakim numerem telefonu w dziekanacie można uzyskać informacje dotyczące toku studiów dla kierunku Inżynieria i Analiza Danych?,"Numer telefonu do dziekanatu, pod którym można uzyskać informacje dotyczące toku studiów dla kierunku Inżynieria i Analiza Danych, to 22 234‑59‑22."
O jaki maksymalny czas może ulec przesunięciu termin obrony w przypadku powołania dodatkowego recenzenta pracy dyplomowej?,"Maksymalny czas, o jaki może zostać przesunięty termin obrony w wyniku powołania dodatkowego recenzenta, wynosi dwa tygodnie."
Kto pełni funkcję Dziekana Wydziału Matematyki i Nauk Informacyjnych?,"Dziekanem Wydziału Matematyki i Nauk Informacyjnych jest dr hab. inż. Wojciech Domitrz, prof. uczelni."
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Hurtownie danych i systemy Business Intelligence"" na 6. semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
Pod jakim numerem telefonu oraz adresem e-mail można skontaktować się z Całodobowym Centrum Kierowania Straży Akademickiej PW?,"Telefon: 22 234 66 66.  
E‑mail: sta.cck@pw.edu.pl."
Kto pełni funkcję Pełnomocnika Dziekana ds. Studiów na Kierunku Inżynieria i Analiza Danych na Wydziale MiNI?,"Pełnomocnikiem Dziekana ds. Studiów na Kierunku Inżynieria i Analiza Danych na Wydziale MiNI jest dr hab. inż. Marek Gągolewski, prof. ucz."
Jaki jest maksymalny próg dochodowy na osobę w rodzinie uprawniający studenta do otrzymania stypendium socjalnego od 1 października 2025 roku?,"Maksymalny próg dochodowy na osobę w rodzinie uprawniający studenta do otrzymania stypendium socjalnego od 1 października 2025 r. wynosi 1 908,90 zł netto."
W jakim terminie student może złożyć wniosek o komisyjną weryfikację osiągnięcia efektów uczenia się w przypadku zastrzeżeń do procedury oceniania?,"Student ma cztery dni robocze od terminu ogłoszenia wyników, aby złożyć do dziekana umotywowany wniosek o przeprowadzenie komisyjnej weryfikacji osiągnięcia efektów uczenia się w przypadku zastrzeżeń do procedury oceniania."
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych realizowany jest przedmiot ""Wstęp do eksploracji danych"" i ile punktów ECTS można za niego uzyskać?",Przedmiot „Wstęp do eksploracji danych” realizowany jest w semestrze 4 studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych i jest warty 4 ECTS.
"Ile punktów ECTS musi uzyskać student studiów stacjonarnych pierwszego stopnia, aby zarejestrować się na 3. semestr?",Student studiów stacjonarnych pierwszego stopnia musi uzyskać co najmniej 45 ECTS (z 60 możliwych) przed rejestracją na semestr 3.
W jakim maksymalnym terminie od daty zdarzenia uprawniającego do świadczenia student powinien złożyć wniosek o zapomogę?,Student powinien złożyć wniosek o zapomogę nie później niż w terminie trzech miesięcy od daty zdarzenia uprawniającego do przyznania świadczenia.
W którym pokoju urzęduje redaktor Biuletynu Informacji Publicznej (BIP) PW i pod jakim adresem e-mail można się z nim skontaktować?,Nie mam tej informacji w dostępnych zasobach.
W jakim zakładzie na Wydziale MiNI pracuje dr Katarzyna Danielak i w którym pokoju urzęduje?,"dr Katarzyna Danielak urzęduje w pokoju 428 w Gmachu MiNI na Kampusie Głównym PW. Informacji o tym, w jakim zakładzie pracuje, nie posiadam w dostępnych zasobach."
Kiedy w roku akademickim 2025/2026 zaplanowano Juwenalia w Warszawie i czy jest to dzień wolny od zajęć dydaktycznych?,Juwenalia w Warszawie zaplanowano na 15 maja 2026 r. i jest to dzień wolny od zajęć dydaktycznych.
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu obieralnego ""Algorytmy Probabilistyczne"" i w jakim języku prowadzone są te zajęcia?",Student uzyskuje 4 punkty ECTS za zaliczenie przedmiotu obieralnego „Algorytmy Probabilistyczne”. Informacji o języku prowadzenia tych zajęć nie posiadam w dostępnych zasobach.
Ile godzin trwają obowiązkowe praktyki studenckie na studiach magisterskich (kierunki MAT oraz MAD) i ile punktów ECTS student za nie uzyskuje?,Obowiązkowe praktyki studenckie na studiach magisterskich na kierunkach Matematyka (MAT) oraz Matematyka i Analiza Danych (MAD) trwają 90 godzin i za ich zaliczenie przyznawane jest 3 punkty ECTS.
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Równania różniczkowe cząstkowe"", realizowanego w 5. semestrze studiów pierwszego stopnia na kierunku Matematyka?",Nie mam tej informacji w dostępnych zasobach.
Komu student powinien przekazać ankietę wypełnioną przez podmiot zewnętrzny (pracodawcę) po odbyciu praktyk?,Student powinien przekazać ankietę wypełnioną przez pracodawcę Pełnomocnikowi ds. Praktyk.
Jaki jest przewidywany czas oczekiwania na wydanie duplikatu Elektronicznej Legitymacji Studenckiej (ELS)?,Przewidywany czas oczekiwania na wydanie duplikatu Elektronicznej Legitymacji Studenckiej wynosi od 7 do 10 dni roboczych.
W którym pokoju i pod jakim numerem telefonu urzęduje Dziekanat Wydziału MiNI w sprawach socjalnych?,Dziekanat Wydziału MiNI w sprawach socjalnych urzęduje w pokoju 32. Numer telefonu kontaktowego: 22 234‑59‑21.
O ile maksymalnie może ulec przesunięciu termin obrony w przypadku powołania przez Komisję dodatkowego recenzenta pracy dyplomowej?,Maksymalny dopuszczalny okres przesunięcia terminu obrony w takiej sytuacji wynosi dwa tygodnie.
Jakie elementy bierze pod uwagę komisja rekrutacyjna przy ocenie zarysu koncepcji pracy badawczej kandydata do Szkoły Doktorskiej PW?,"Komisja rekrutacyjna przy ocenie zarysu koncepcji pracy badawczej kandydata do Szkoły Doktorskiej Politechniki Warszawskiej bierze pod uwagę następujące elementy:  

‑ planowany zakres i metodykę badań,  

‑ orientację w aktualnym stanie wiedzy w wybranej tematyce,  

‑ umiejętność zdefiniowania celu naukowego projektu,  

‑ uzasadnienie podjęcia wybranej tematyki badawczej."
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Metody statystiki obliczeniowej"" realizowanego w 5. semestrze studiów pierwszego stopnia na kierunku Inżynieria i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
Pod jakim numerem telefonu i adresem e-mail funkcjonuje Całodobowe Centrum Kierowania Straży Akademickiej PW?,Całodobowe Centrum Kierowania Straży Akademickiej PW działa pod numerem telefonu 22 234 66 66 oraz adresem e‑mail sta.cck@mini.pw.edu.pl.
Kto decyduje o przyznaniu kart uprawniających do korzystania z miejsc parkingowych będących w dyspozycji Wydziału MiNI?,O przyznaniu kart uprawniających do korzystania z miejsc parkingowych będących w dyspozycji Wydziału MiNI decyduje Komisja powołana przez Dziekana Wydziału MiNI.
"Jaki jest próg dochodowy netto na osobę w rodzinie, aby student mógł otrzymywać stypendium socjalne od 1 października 2025 roku?","Próg dochodowy netto na osobę w rodzinie, uprawniający studenta do otrzymywania stypendium socjalnego od 1 października 2025 r., wynosi 1 908,90 zł."
"W którym semestrze na studiach magisterskich na kierunku Matematyka i Analiza Danych (specjalność Probabilistyka i Modelowanie) realizowany jest przedmiot ""Optymalizacja stochastyczna"" i ile punktów ECTS można uzyskać za jego zaliczenie?",Przedmiot „Optymalizacja stochastyczna” realizowany jest w semestrze I studiów magisterskich na kierunku Matematyka i Analiza Danych (specjalność Probabilistyka i Modelowanie) i jest wart 6 ECTS.
Jakie są konsekwencje stwierdzenia niesamodzielności pracy studenta lub korzystania przez niego z niedozwolonych urządzeń podczas sprawdzianu?,Stwierdzenie niesamodzielności pracy studenta lub korzystania z niedozwolonych materiałów lub urządzeń podczas weryfikacji efektów uczenia się skutkuje przyznaniem oceny niedostatecznej oraz utratą prawa do zaliczenia przedmiotu w bieżącej realizacji.
"Do kiedy osoba, która ukończyła studia pierwszego stopnia, zachowuje prawa studenta?","Osoba, która ukończyła studia pierwszego stopnia, zachowuje prawa studenta do ostatniego dnia miesiąca, w którym nastąpiło uzyskanie dyplomu (ukończenie studiów). Po upływie tego dnia status studenta wygasa."
"Ile minimalnie punktów ECTS musi uzyskać student studiów pierwszego stopnia, aby móc zarejestrować się na 3. semestr?","Student studiów pierwszego stopnia musi uzyskać co najmniej 40 ECTS, aby móc zarejestrować się na semestr 3. W niektórych źródłach podano wymóg 45 ECTS z 60 możliwych punktów dla rejestracji po jesiennej sesji egzaminacyjnej. W razie wątpliwości zaleca się weryfikację aktualnych wymagań w regulaminie rejestracji dostępnym w USOS‑WARSZAWA."
Od jakiej daty Politechnika Warszawska rozpoczęła wydawanie zaktualizowanego wzoru dyplomu ukończenia studiów jako dokumentu publicznego?,Nie mam tej informacji w dostępnych zasobach.
W którym pokoju i pod jakim numerem telefonu urzęduje mgr Dagmara Burchart z Działu Finansowo-Księgowego?,"Mgr Dagmara Burchart urzęduje w pokoju 9 w Gmachu MiNI, a jej numer telefonu służbowego to (22) 234 5986."
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Analiza zależności"", realizowanego w 6. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
W którym pokoju urzęduje Redaktor Biuletynu Informacji Publicznej (BIP) PW i pod jakim adresem e-mail można się z nim skontaktować?,Nie mam tej informacji w dostępnych zasobach.
"Kto jest koordynatorem przedmiotu obieralnego ""Wybrane zagadnienia uczenia głębokiego"" i ile punktów ECTS uzyskuje student za jego zaliczenie?","Koordynatorem przedmiotu „Wybrane zagadnienia uczenia głębokiego” nie ma dostępnej informacji w przedstawionych zasobach. Przedmiot jest wart 4,00 punktu ECTS."
"Ile minimalnie punktów ECTS musi uzyskać student studiów drugiego stopnia (wszystkie kierunki i specjalności), aby otrzymać rejestrację na 3. semestr?","Student studiów drugiego stopnia musi uzyskać co najmniej 48 ECTS, aby móc się zarejestrować na semestr 3."
W którym pokoju i pod jakim numerem telefonu urzęduje prof. dr hab. inż. Bohdan Macukow?,"Prof. dr hab. inż. Bohdan Macukow urzęduje w pokoju 560 w Gmachu MiNI na Kampusie Głównym PW, a jego służbowy numer telefonu to (22) 234 7687."
Jakie są możliwe sposoby weryfikacji i oceny efektów uczenia się osiągniętych przez studenta w trakcie całego cyklu kształcenia?,"Sposoby weryfikacji i oceny efektów uczenia się osiągniętych przez studenta w trakcie całego cyklu kształcenia obejmują: ocenę aktywności podczas zajęć, sprawozdanie lub raport pisemny, prezentację, egzamin pisemny, kolokwium pisemne, egzamin ustny, projekt, samoocenę, kolokwium ustne, esej oraz pracę domową. Wszystkie te formy są wykorzystywane w ocenie osiągniętych efektów kształcenia."
Czy student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów?,"Tak, student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów."
Ile wynosi opłata za wydanie duplikatu elektronicznej legitymacji studenckiej i jak długo czeka się na nowy dokument?,"Opłata za wydanie duplikatu elektronicznej legitymacji studenckiej wynosi 33,00 zł. Czas oczekiwania na wydanie duplikatu to od 7 do 10 dni roboczych. 

(Niektóre źródła podają kwotę 25,50 zł; w dostępnych informacjach najczęściej podawana jest kwota 33,00 zł.)"
W którym pokoju w Dziekanacie i pod jakim numerem telefonu można załatwić sprawy toku studiów dla kierunku Inżynieria i Analiza Danych?,"Dziekanat Wydziału Matematyki i Nauk Informacyjnych znajduje się w Gmachu Matematyki, w pokoju 32.  
Sprawy toku studiów dla kierunku Inżynieria i Analiza Danych można załatwić pod numerem telefonu 22 234‑59‑22."
Jakie elementy podlegają ocenie przez komisję w toku indywidualnego egzaminu dyplomowego?,"Komisja ocenia w toku indywidualnego egzaminu dyplomowego następujące elementy:  

‑ opis wyników pracy dyplomowej przedstawiony przez dyplomanta,  
‑ odpowiedzi dyplomanta na pytania dotyczące jego pracy,  
‑ odpowiedzi na pytania problemowe zadane przez komisję,  
‑ ocenę pracy dyplomowej, uwzględniającą oceny wnioskowane przez promotora i recenzenta,  
‑ ocenę z samego egzaminu dyplomowego, która w połączeniu z oceną pracy dyplomowej oraz wynikiem całych studiów określa ostateczną ocenę zgodnie z § 32 ust. 2 i 3 Regulaminu Studiów."
W jakie dni i w jakich godzinach odbywa się zdalny dyżur dr. inż. Łukasza Błaszczyka w sprawach praktyk studenckich?,Zdalny dyżur dr inż. Łukasza Błaszczyka w sprawach praktyk studenckich odbywa się w czwartki w godzinach 12:15–13:45.
"Ile punktów ECTS można uzyskać za zaliczenie przedmiotu ""Hurtownie danych i systemy Business Intelligence"" realizowanego na 6. semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
"Z ilu łącznie miejsc parkingowych, będących w dyspozycji Wydziału MiNI, mogą korzystać uprawnione osoby?","Łączna liczba miejsc parkingowych będących w dyspozycji Wydziału MiNI, z których mogą korzystać uprawnione osoby (pracownicy, doktoranci i studenci), wynosi 57."
"Jaki jest maksymalny próg dochodowy na osobę w rodzinie, który uprawnia studenta do otrzymywania stypendium socjalnego w roku akademickim 2025/2026?","Maksymalny próg dochodowy na osobę w rodzinie uprawniający do otrzymywania stypendium socjalnego w roku akademickim 2025/2026 wynosi 1 908,90 zł."
"Ile punktów ECTS jest przypisanych do obowiązkowych praktyk studenckich na studiach stacjonarnych pierwszego stopnia, które kończą się uzyskaniem tytułu zawodowego inżyniera?",4 punkty ECTS.
"Jakie konsekwencje ponosi student, u którego podczas sprawdzianu zostanie stwierdzona niesamodzielność pracy lub korzystanie z niedozwolonych materiałów i urządzeń?","Student otrzymuje ocenę niedostateczną, traci prawo do zaliczenia przedmiotu w bieżącej realizacji oraz musi powtarzać zajęcia z tego przedmiotu."
Pod jaki adres e-mail można przesłać elektroniczny wniosek o udzielenie informacji publicznej w Politechnice Warszawskiej?,Elektroniczny wniosek o udzielenie informacji publicznej w Politechnice Warszawskiej można przesłać na adres e‑mail: informacjapubliczna@pw.edu.pl.
"Ile punktów ECTS uzyskuje student studiów pierwszego stopnia na kierunku Matematyka za zaliczenie przedmiotu ""Równania różniczkowe cząstkowe"" w 5. semestrze?",Student uzyskuje 5 punktów ECTS za zaliczenie przedmiotu „Równania różniczkowe cząstkowe” w 5. semestrze studiów pierwszego stopnia na kierunku Matematyka.
Pod jakim numerem telefonu i w którym pokoju można skontaktować się z mgr Dagmarą Burchart z Działu Finansowo-Księgowego?,"Telefon służbowy mgr Dagmary Burchart: (22) 234 5986. Pokój: Gmach MiNI, pokój 9."
"Ile minimum punktów trzeba uzyskać z zadania projektowego oraz z aktywności na zajęciach, aby zaliczyć przedmiot obieralny ""Wnioskowanie rozmyte""?",Minimum punktów z zadania projektowego wynosi 16. Minimum punktów z aktywności na zajęciach wynosi 11.
"Ile minimalnie punktów ECTS (nie wliczając praktyk) musi uzyskać student studiów stacjonarnych pierwszego stopnia, aby otrzymać rejestrację na 3. semestr?","Student studiów stacjonarnych pierwszego stopnia musi uzyskać co najmniej 40 ECTS (nie licząc praktyk), aby otrzymać rejestrację na III semestr."
W którym pokoju w Gmachu MiNI urzęduje prof. dr hab. inż. Bohdan Macukow i jaki jest jego numer telefonu służbowego?,Prof. dr hab. inż. Bohdan Macukow urzęduje w pokoju 560 w Gmachu MiNI. Jego numer telefonu służbowego to (22) 234 7687.
Jakie umiejętności posiada absolwent specjalności Probabilistyka i Modelowanie (PRiMO) w zakresie aproksymacji rozkładu strat?,"Absolwent specjalności Probabilistyka i Modelowanie (PRiMO) posiada następujące umiejętności w zakresie aproksymacji rozkładu strat: potrafi dobrać odpowiednie metody aproksymacji rozkładu strat dla różnych zagadnień ubezpieczeniowych; zna i stosuje modele ryzyka indywidualnego oraz sposoby wyznaczania dokładnych i przybliżonych rozkładów prawdopodobieństwa strat; jest biegły w zagadnieniach aproksymacji modelami złożonymi; potrafi wyznaczać i interpretować rozkłady prawdopodobieństwa maksymalnej straty i deficytu; zna metody wyznaczania przedziałów ufności dla podstawowych parametrów rozkładu, co umożliwia precyzyjne oszacowanie niepewności w modelach strat. Wszystkie te kompetencje pozwalają mu skutecznie modelować i analizować ryzyko w instytucjach ubezpieczeniowych, finansowych oraz w innych organizacjach zajmujących się oceną ryzyka."
Komu Pełnomocnik ds. Praktyk przekazuje zbiorcze podsumowanie oceny wiedzy i umiejętności studentów sporządzone na podstawie ankiet wypełnionych przez pracodawców?,Pełnomocnik ds. Praktyk przekazuje zbiorcze podsumowanie oceny wiedzy i umiejętności studentów Prodziekanowi ds. Nauczania.
